lng,lat
-74.7706,45.4933
-100.3432,-44.6146
-44.3939,-18.3767
-42.3728,-35.6331
-69.6971,-46.0249
-56.9915,29.6492
-20.5255,-2.4204
-128.3818,9.8433
-151.4055,-40.2702
-139.3117,-19.3841
-21.2261,39.2808
-55.4646,27.2033
-115.1269,4.4316
-52.8722,4.3929
-103.5150,26.5308
-175.4204,13.0351
-126.7069,-41.0585
-132.8982,-30.3065
-35.4779,-42.3919
-129.1057,-35.2174
-89.6848,8.0002
-4.1758,51.5935
-158.5876,-32.0121
-68.9227,-1.0159
-17.9071,58.2831
-99.0689,-64.0537
-95.7581,38.8554
-15.4608,-28.7896
-85.0821,17.5814
-173.9386,-56.1893
-26.8765,-25.1477
-9.1308,14.4389
-97.5731,-50.4058
-129.0766,-50.9196
-43.8997,44.7406
-49.9568,-38.0653
-116.0713,11.4527
-105.3533,-42.4226
-53.9217,-24.7451
-77.2071,60.4328
-124.9918,65.7281
-5.0878,-57.3786
-102.3417,-46.0852
-177.9867,55.2977
-147.6758,49.4238
-116.2172,-69.0836
-35.7506,8.0892
-103.5247,-33.8286
-64.7470,-26.7266
-49.7924,8.3234
-103.8098,-42.1437
-162.5056,4.2626
-117.4758,-63.7015
-102.1573,-65.4299
-165.5036,65.9913
-112.7971,-29.4849
-128.6465,22.4962
-74.8623,-44.2970
-138.1065,47.8894
-50.4103,19.3340
-89.5341,-13.3496
-179.1738,-9.6054
-117.8456,-17.9176
-67.5966,4.8128
-13.2359,-9.3785
-117.4500,-56.9805
-41.4044,47.1703
-64.9022,20.1546
-28.1168,86.3962
-67.1487,48.3644
-73.5168,32.3362
-154.8656,52.5309
-5.8830,-47.5916
-138.2928,-76.5027
-9.3656,-19.2582
-86.8454,7.1768
-85.1155,65.0874
-35.9374,-9.3108
-126.0831,-44.0445
-125.8363,52.7409
-91.7720,-44.5396
-151.9505,47.5301
-15.3940,-14.2357
-165.9700,-12.1144
-84.8991,40.9550
-145.6719,-55.5838
-143.7929,26.7422
-0.0655,-21.9560
-29.2239,53.9300
-28.9119,-8.6839
-93.9867,5.1571
-48.6539,13.2336
-4.7198,-16.7570
-107.9848,-1.9983
-174.0052,-30.3735
-0.3628,39.5532
-129.1982,0.0461
-5.1085,-4.3408
-172.1928,-5.7757
-131.0461,0.7282
-52.3398,19.2674
-31.2740,-31.9603
-123.2024,-16.9281
-98.4457,-5.0411
-95.7064,32.6341
-114.3025,-3.8813
-107.1692,-33.5054
-35.1001,-60.1775
-18.0053,-55.8379
-104.7542,-65.7183
-65.9084,2.4492
-159.4290,30.1777
-101.4867,54.8503
-140.8361,34.5667
-78.6545,0.0934
-11.1224,-38.9597
-4.1294,-1.5705
-35.8366,0.0673
-3.8854,8.4943
-175.3587,21.4421
-25.5193,-35.9334
-48.8964,-28.6592
-66.6754,39.0348
-111.7805,19.3345
-173.2673,30.9801
-122.6462,-19.1951
-151.8128,-85.2276
-89.3927,-36.2224
-51.7432,-46.7922
-56.1811,30.3153
-73.3204,-52.9096
-80.6088,9.7071
-24.5142,75.3507
-98.7089,-24.9283
-16.7083,-79.8411
-37.8915,-2.2414
-18.9488,63.5038
-129.7350,-69.6681
-44.2591,-12.6957
-162.9829,-77.2724
-64.2268,0.0844
-137.0769,-19.8929
-149.0666,39.7693
-69.7914,-69.0512
-90.2735,20.7483
-163.7609,46.8285
-150.5888,31.8861
-13.4407,8.5801
-66.5927,-24.6734
-132.1781,-29.4368
-36.7975,4.1478
-177.8382,14.3176
-33.5786,20.9358
-175.2081,-0.1694
-96.0317,23.9371
-11.1118,-5.7418
-11.8637,-35.4719
-60.3409,-34.6684
-136.6267,-23.8706
-74.6372,73.5811
-149.9652,-40.5707
-139.0654,-67.9499
-112.0482,49.0667
-134.8690,64.5639
-7.9113,6.4887
-95.7149,50.9106
-179.4418,-76.7919
-148.0830,-22.2263
-101.7515,-77.9840
-59.8334,17.8630
-149.5952,27.6203
-157.9075,-11.9752
-109.9480,-36.9578
-131.2499,19.5198
-92.9278,-72.0576
-89.2019,-26.0188
-50.5018,-67.6139
-70.4185,25.4966
-166.5599,-35.7850
-115.4304,-61.7600
-44.0875,-58.3968
-92.6310,-41.5481
-91.7503,-35.9460
-26.0446,2.1269
-76.1419,-43.8153
-111.1410,35.6896
-71.6533,0.9775
-130.9558,-7.8886
-0.6847,-13.2728
-42.6287,-42.6079
-156.5685,-8.4887
-74.6666,30.7306
-79.1206,-4.4996
-22.4042,7.4228
-144.2245,-0.7535
-124.7210,-56.0288
-13.9050,46.3892
-168.6895,9.2167
-98.9982,42.0281
-0.7565,9.4340
-38.7083,80.2941
-69.0156,46.4823
-51.6056,63.0936
-24.7489,59.8193
-63.0693,-72.5510
-89.2549,-82.4948
-10.2326,32.7049
-98.4824,-28.7299
-24.8572,-55.8838
-116.0467,36.8234
-76.0378,26.9011
-133.8542,31.8703
-4.1848,-26.9631
-29.2800,21.8170
-83.2902,46.8496
-35.7070,48.5464
-60.9900,12.3312
-126.2367,-18.4078
-118.7991,-0.3626
-164.4535,-33.2874
-115.4993,-19.2362
-103.5007,74.3667
-118.5489,-80.2979
-165.6114,-58.5603
-23.0304,20.1553
-174.5180,34.2200
-2.5962,28.4745
-170.8873,59.8294
-162.1057,35.4581
-154.5052,29.0025
-37.8893,26.6676
-94.2500,34.1221
-55.8457,-56.2084
-151.7306,-61.8956
-11.3101,-14.6775
-8.5486,-38.5853
-72.3422,48.4411
-169.8767,-69.6060
-21.0081,40.4363
-147.5531,12.0686
-47.2933,55.9734
-149.8154,48.5134
-53.7464,7.1959
-76.3956,45.4316
-66.2436,-19.2510
-6.4827,26.5738
-87.5185,-29.4671
-0.6843,27.8686
-159.5423,-8.4540
-54.7797,-21.0175
-100.6205,5.2004
-2.3191,12.7998
-129.6590,13.5463
-83.2637,25.0316
-138.1140,-60.7207
-66.7734,-44.0890
-82.3531,-5.9112
-2.2184,26.6413
-151.5424,58.5249
-146.2123,10.5152
-123.7089,-66.4203
-76.9075,-72.5064
-6.1266,9.4852
-99.9929,-57.1964
-85.2021,29.4472
-168.3086,4.1243
-39.6923,42.2113
-5.1929,-31.9620
-76.5317,-30.3500
-70.1742,7.8112
-143.1658,-20.4331
-43.2094,-12.1423
-82.9501,14.5582
-28.9425,73.9925
-20.3134,43.8648
-0.7868,-60.6413
-159.6605,13.8107
-114.1325,7.0183
-37.1765,-25.4171
-21.5628,71.7055
-100.2605,-16.2497
-39.1907,-20.1182
-107.0943,9.3895
-132.1840,-53.6636
-134.1043,-37.8666
-129.6333,54.2592
-144.8716,32.1089
-152.2208,42.1904
-87.3638,24.7996
-14.9941,9.7363
-121.0510,-33.1276
-17.7809,53.6147
-179.5727,-41.9815
-11.5345,-43.1546
-159.6660,-32.7543
-117.8335,-38.8038
-155.0144,-51.2089
-92.9446,-8.1497
-175.1221,11.9970
-58.6161,-18.4963
-124.8778,-61.7944
-121.6640,4.1913
-146.6715,-30.9379
-99.7879,-1.4439
-72.7700,78.3365
-22.2267,25.7794
-108.3753,-9.0133
-90.9199,17.4247
-48.2869,-9.0744
-34.7613,7.4950
-55.2503,17.6662
-178.3463,-29.3061
-60.9921,69.2659
-30.0679,71.8393
-88.0302,-62.8553
-103.5289,-7.1093
-35.6903,13.5423
-173.5942,16.4639
-45.3081,35.5345
-175.6070,-11.2079
-149.6074,6.3096
-172.0716,-2.1872
-166.9722,-32.3258
-128.8020,14.1953
-110.7481,-47.3648
-113.7933,66.2111
-74.6023,0.7643
-83.7881,-52.8977
-0.4432,-35.1800
-96.3779,2.0836
-171.8117,46.7757
-172.9622,73.6295
-110.8737,-17.6493
-125.6796,-55.0202
-21.1986,-59.1153
-114.2893,-9.3634
-126.7805,-28.7396
-17.4298,11.5185
-138.9525,23.8900
-106.6173,2.4574
-67.5656,44.5417
-141.4324,13.1022
-128.3104,-8.6583
-165.4027,-70.0807
-123.1155,-10.8929
-98.3111,-16.6205
-79.1436,-65.8115
-23.2653,69.6278
-64.1850,17.9507
-54.8766,28.8890
-115.2601,-16.8175
-174.6060,-44.2823
-11.1881,41.8067
-52.4079,-11.2073
-153.5418,81.7666
-93.2864,53.4935
-81.7080,23.5371
-93.4602,-25.3678
-32.9737,42.9236
-35.6997,44.0564
-145.2004,-35.3781
-121.2965,-62.7966
-68.6330,15.9237
-1.3319,-28.7315
-158.1548,-62.9625
-17.4659,-49.9325
-154.9946,-21.2505
-129.9487,7.4189
-28.9676,-25.2373
-2.0483,-0.2986
-86.3661,-68.7982
-177.7421,-2.7614
-17.0301,13.5146
-133.4040,-59.3650
-173.2004,33.9976
-17.6860,15.1696
-74.9286,35.5664
-58.2528,-51.8240
-35.7872,4.6943
-110.9640,12.9513
-148.2571,-33.7174
-59.5064,4.9436
-177.4225,-10.3993
-57.9634,-2.9176
-140.7986,-18.0492
-137.6398,-35.5643
-92.4665,55.7463
-6.8987,58.5770
-113.9143,-15.7508
-132.7651,31.4928
-146.7969,-65.8335
-95.3817,8.5163
-64.4390,13.1229
-16.3631,-63.4237
-82.3802,53.9537
-1.0231,49.0352
-82.1196,83.6985
-113.6796,32.2822
-63.8514,-10.4242
-27.2997,62.2134
-96.1893,-3.0455
-60.1201,-29.9489
-113.9686,17.0734
-107.9024,45.3901
-19.5894,68.0763
-9.4374,63.4387
-124.3698,49.7943
-100.6526,-49.9952
-179.8457,62.0634
-80.7783,-51.7231
-0.2818,-58.8316
-73.8674,-2.1662
-20.6336,-35.7342
-156.6503,-50.8874
-67.3252,8.9233
-12.9461,-5.0127
-13.5142,63.1595
-50.9833,-55.1843
-52.0234,0.3747
-70.1854,-57.2612
-174.9437,-35.4927
-155.9740,11.6189
-136.0305,-60.9819
-10.6257,23.4372
-8.6524,52.0962
-151.8556,-29.6644
-137.3235,20.0712
-127.6242,-54.9445
-23.6132,49.3089
-45.7761,-30.2826
-117.0815,13.1538
-176.7061,2.1572
-55.7341,36.9515
-29.9153,-17.1676
-96.8948,4.8913
-122.7037,6.7829
-27.9433,4.4320
-116.4189,-8.3565
-65.8662,75.4117
-5.5381,45.7345
-172.0555,-25.7001
-109.3806,4.1502
-94.0873,-2.1589
-132.5336,44.2129
-156.3609,-9.5256
-169.6252,-63.9267
-162.7145,52.2744
-102.4162,6.3788
-11.5315,36.5471
-166.3439,11.5794
-88.7360,37.5484
-72.4549,64.6115
-174.1876,-52.4304
-173.0132,-7.3611
-64.2355,17.0083
-143.3452,40.7762
-122.3240,40.3530
-26.9255,23.9174
-82.8018,7.8255
-131.0849,-40.9269
-152.8407,-39.9502
-160.0867,-23.8674
-7.0433,-3.7564
-117.1053,16.5596
-114.8203,36.2794
-128.6749,69.8588
-123.5706,-11.5562
-52.4202,36.9562
-52.7948,6.6437
-178.8710,21.8385
-97.2321,-9.8590
-18.3683,16.8619
-127.1893,-61.7036
-78.6143,-19.8153
-102.3035,7.4445
-19.5510,47.2176
-15.6791,-12.2207
-163.8473,-45.1742
-116.0363,44.4003
-39.9317,-2.2064
-167.1692,-40.9434
-138.8114,35.7000
-156.9969,-6.4468
-137.4667,-56.0145
-119.5093,-67.3597
-105.3454,-1.8237
-26.5683,-44.5197
-41.7068,50.4227
-104.3672,29.5483
-69.2227,-43.3239
-117.1392,21.1879
-42.6540,60.2596
-28.4296,18.9732
-3.8885,-8.8229
-50.0002,1.4975
-106.7068,43.7678
-7.4865,30.3123
-10.1735,-31.6317
-179.8096,-54.6631
-156.8909,-45.0726
-13.1231,3.2089
-47.2489,-8.5251
-59.6466,-19.9684
-60.1210,-57.9767
-36.6819,18.3243
-129.2464,-13.4777
-77.4955,1.6689
-124.9004,-26.0104
-71.4535,-43.5289
-32.6166,18.1493
-58.5428,-61.7735
-6.4442,17.1008
-20.3321,11.3421
-76.4153,63.5340
-14.6796,-48.6380
-132.1222,48.6822
-15.3285,-6.6562
-111.5613,77.5061
-135.2563,-62.0092
-172.4038,44.9225
-167.5093,30.8665
-141.7463,48.3309
-50.9148,-47.5372
-46.5085,-36.1004
-127.2244,-2.5944
-32.8429,-1.7334
-166.0291,33.5124
-6.0066,-38.1558
-176.4605,-14.9360
-55.7947,3.8399
-154.2374,27.9314
-77.6543,9.8728
-153.7937,-59.3901
-5.3107,26.8695
-96.3325,-29.1543
-80.2209,-15.0209
-7.6848,47.4098
-70.1947,18.8988
-97.8468,26.5224
-19.9932,13.3484
-43.7224,-78.6533
-6.4803,53.2487
-26.5233,-74.0009
-48.5189,54.1423
-33.9022,-9.3091
-75.8193,48.3618
-31.1041,-27.4948
-39.1899,-35.4361
-62.7107,24.5508
-170.3498,-59.8382
-89.9215,-51.6307
-66.9176,0.9554
-30.8285,7.3389
-155.4621,36.8250
-51.3038,-39.3202
-40.1822,-41.8785
-24.2838,18.6175
-76.7337,-22.2208
-113.1717,63.9672
-171.9688,20.9876
-83.4555,-72.7093
-49.7987,-44.3652
-162.7994,-56.6818
-121.5782,25.7557
-94.4765,-50.7310
-176.5077,-11.8181
-95.4159,-35.9896
-119.9614,43.6983
-77.9397,23.6563
-173.4418,22.1458
-136.8949,-54.1437
-179.2253,-14.6488
-58.6638,-19.5555
-149.3784,10.5313
-84.4275,-23.2654
-5.0669,18.4242
-149.6128,-4.0111
-45.1755,34.4037
-65.0656,-49.0830
-66.3981,9.2792
-0.1352,8.6086
-26.0336,-1.2537
-49.7240,10.5292
-87.9892,26.6448
-138.8104,2.5312
-60.6631,-50.9353
-132.5764,-1.6957
-130.5914,-16.6607
-71.3367,-7.6063
-62.8059,-7.7167
-83.3282,11.5751
-21.0808,-17.0540
-78.2192,-26.0109
-3.5497,-29.2196
-77.9110,16.3901
-86.0303,-63.3711
-136.8783,-4.1736
-84.4874,85.5386
-109.1412,46.9656
-9.5698,-13.3457
-149.8308,7.4550
-151.9561,-33.8937
-155.5068,56.7772
-131.4444,44.9061
-24.8712,22.5955
-95.3094,-3.7373
-82.4845,-7.0809
-150.8839,48.0309
-121.1232,-16.7268
-77.4410,-28.7409
-4.5749,29.0052
